headline,date,doc_type,material_type,section,keywords
Review: In ‘When Animals Dream’ a Teenager’s Secret Is a Revelation Even to Her,2015-08-27,article,Review,,['Movies']
"Agent Cleared Over 2010 Florida Shooting Inquiry, but Lawyer Lashes Out",2015-08-27,article,News,,"['Murders, Attempted Murders and Homicides', 'Police']"
U.S. to Join Inquiry Into Death of New York Prisoner,2015-08-27,article,News,,"['Prison Guards and Corrections Officers', 'Prisons and Prisoners']"
"Review: ‘The Sympathizer,’ a Novel About a Soldier, Spy and Film Consultant",2015-08-27,article,Review,,"['Books and Literature', 'Vietnam War', 'Vietnamese-Americans']"
Review: Korean Warriors Seek Vengeance in ‘Memories of the Sword’,2015-08-27,article,Review,,['Movies']
"Migrant or Refugee? There Is a Difference, With Legal Implications",2015-08-27,article,Question,,"['Refugees and Displaced Persons', 'Middle East and Africa Migrant Crisis', 'Asylum, Right of']"
"Review: In ‘We Are Your Friends,’ Angelenos Long for Life Beyond the Valley",2015-08-27,article,Review,,['Movies']
"F.D.A. Approves Repatha, a Second Drug for Cholesterol in a Potent New Class",2015-08-27,article,News,,"['Cholesterol', 'Repatha (Drug)', 'Drugs (Pharmaceuticals)', 'Heart']"
Draft Joe Biden Meeting Draws Small Crowd as Democrats Gather,2015-08-27,article,News,,['Presidential Election of 2016']
Days of Unrest Turn Deadly in Indian State of Gujarat,2015-08-27,article,News,,"['Demonstrations, Protests and Riots']"
"Review: In ‘Z for Zachariah,’ an End-of-Days Love Triangle",2015-08-27,article,Review,,['Movies']
Loving Queens: Reporter’s Notebook,2015-08-27,article,News,,['Travel and Vacations']
Movie Review: ‘No Escape’,2015-08-27,multimedia,Video,,['Movies']
Serena Williams Sings Karaoke,2015-08-27,multimedia,Video,,[]
U.S. Open Stars Juggle Preparation With Publicity,2015-08-27,article,News,,"['Tennis', 'ADVERTISING AND MARKETING', 'United States Open (Tennis)', 'Public Relations and Publicity']"
"Review: ‘Made in the Americas’ Explores Globalism From Way, Way Back",2015-08-27,article,Review,,['Art']
Movie Review: ‘Queen of Earth’,2015-08-27,multimedia,Video,,['Movies']
Movie Review: ‘When Animals Dream’,2015-08-27,multimedia,Video,,['Movies']
"This Week’s Movies | August 28, 2015",2015-08-27,multimedia,Video,,['Movies']
A Brief History of Panda Diplomacy,2015-08-27,article,News,,['Pandas']
33 Airline Posters From Flying’s Golden Age,2015-08-27,multimedia,Slideshow,,"['Travel and Vacations', 'AIRLINES AND AIRPLANES', 'Art']"
A New Mexican Restaurant That Doesn’t Skimp on the Spice,2015-08-27,article,News,,"['Restaurants', 'Recipes']"
Review: ‘Grand Illusions’ Showcases Deceptive Photography,2015-08-27,article,Review,,"['Photography', 'Art']"
Spare Times for Children for Aug. 28-Sept. 3,2015-08-27,article,Schedule,,"['Culture (Arts)', 'Children and Childhood']"
Segerstrom Center Says It Is Nearing Its Fund-Raising Goal,2015-08-27,article,News,,['Dancing']
Your Evening Briefing,2015-08-27,multimedia,Slideshow,,[]
Your Thursday Evening Briefing,2015-08-27,article,News,,[]
Review: ‘Endless House’ Expands the Definition of Home,2015-08-27,article,Review,,"['Art', 'ARCHITECTURE', 'Real Estate and Housing (Residential)']"
Venturing Outside for Opera and More on the Big Screen,2015-08-27,article,News,,['Movies']
Review: Elaine Lustig Cohen’s Paintings Move Into Philip Johnson’s Glass House,2015-08-27,article,Review,,['Art']
Theater Listings for Aug. 28-Sept. 3,2015-08-27,article,Schedule,,['Theater']
When Airlines Looked Cool and Showed It,2015-08-27,article,News,,"['Posters', 'Art', 'AIRLINES AND AIRPLANES', 'Design']"
Spare Times for Aug. 28-Sept. 3,2015-08-27,article,Schedule,,['Culture (Arts)']
"‘Hamilton’ Is a Must-See for Treasury Chiefs, Too",2015-08-27,article,News,,['Theater']
"Record Number of Claims Filed Against New York Police a Year Ago, a Report Says",2015-08-27,article,News,,"['Police Brutality, Misconduct and Shootings', 'Suits and Litigation (Civil)']"
The City that Lingers Between Day and the Dark,2015-08-27,multimedia,Slideshow,,[]
"Obama, in New Orleans, Praises Results of Federal Intervention",2015-08-27,article,News,,"['Hurricane Katrina (2005)', 'United States Economy', 'United States Politics and Government', 'Area Planning and Renewal']"
Inside the List,2015-08-27,article,News,,['Books and Literature']
New York Captured Between the Day and the Dark,2015-08-27,article,News,,"['Photography', 'Books and Literature']"
"Melody Patterson, Wrangler Jane on ‘F Troop,’ Dies at 66",2015-08-27,article,Obituary (Obit),,"['Deaths (Obituaries)', 'ACTORS AND ACTRESSES', 'Television']"
When the Tragedy You’re Covering Is Your Own,2015-08-27,article,Op-Ed,,"['Murders, Attempted Murders and Homicides', 'News and News Media']"
Museum & Gallery Listings for Aug. 28-Sept. 3,2015-08-27,article,Schedule,,"['Art', 'Museums']"
"U.S. Open, By the Numbers",2015-08-27,multimedia,Interactive Feature,,['United States Open (Tennis)']
"‘Zombie’ Factories in China, Running on Fumes",2015-08-27,multimedia,Slideshow,,"['Factories and Manufacturing', 'Economic Conditions and Trends']"
Colombians Flee Venezuela’s Crackdown on Immigrants,2015-08-27,article,News,,"['Immigration and Emigration', 'Refugees and Displaced Persons', 'Deportation', 'Economic Conditions and Trends', 'Smuggling']"
Dance Listings for Aug. 28-Sept. 3,2015-08-27,article,Schedule,,['Dancing']
Movie Listings for Aug. 28-Sept. 3,2015-08-27,article,Schedule,,"['Movies', 'Culture (Arts)']"
Comedy Listings for Aug. 28-Sept. 3,2015-08-27,article,Schedule,,['Comedy and Humor']
Pop & Rock Listings for Aug. 28-Sept. 3,2015-08-27,article,Schedule,,['Music']
Classical & Opera Listings for Aug. 28-Sept. 3,2015-08-27,article,Schedule,,"['Classical Music', 'Music', 'Opera']"
Jazz Listings for Aug. 28-Sept. 3,2015-08-27,article,Schedule,,"['Music', 'Jazz']"
F.D.A. Warns 3 Tobacco Makers About Language Used on Labels,2015-08-27,article,News,,"['Smoking and Tobacco', 'Labeling and Labels (Product)', 'ADVERTISING AND MARKETING']"
Obama’s Sanctions Chief to Defend Iran Accord in Israel,2015-08-27,article,News,,"['Nuclear Weapons', 'United States International Relations', 'Embargoes and Sanctions']"
"On the Jersey Shore, Las Vegas Meets Coney Island",2015-08-27,multimedia,Slideshow,,[]
Ashley Madison Users Face Threats of Blackmail and Identity Theft,2015-08-27,article,News,,"['Cyberattacks and Hackers', 'Extortion and Blackmail', 'Identity Theft', 'Computer Security']"
"Darryl Dawkins, Lovable N.B.A. Figure and Fierce Dunker, Dies at 58",2015-08-27,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Basketball']"
Customers Embrace Shark Fin Substitutes,2015-08-28,article,News,,"['Sharks', 'Restaurants', 'Chinese-Americans', 'Endangered and Extinct Species', 'Seafood', 'Fishing, Commercial']"
Why Carly Fiorina Has a Tough Climb to Make the Next Debate Cutoff,2015-08-28,article,News,,"['Presidential Election of 2016', 'Debates (Political)', 'Polls and Public Opinion']"
Rights Groups Stirring Over Sudan President’s Travels,2015-08-28,article,News,,"['War Crimes, Genocide and Crimes Against Humanity', 'Human Rights and Human Rights Violations', 'International Relations']"
How a Gun in a Suitcase Became a Permanent Ball and Chain,2015-08-28,article,News,,"['Amnesties, Commutations and Pardons', 'Governors (US)', 'Firearms']"
Jessica Mendoza to Replace Curt Schilling for ESPN Broadcast,2015-08-28,article,News,,"['Television', 'Baseball', 'Women and Girls']"
Sit-In Leaders Are Charged in Hong Kong,2015-08-28,article,News,,"['Demonstrations, Protests and Riots']"
"Brisk Business at Bronx Hotel, Center of Legionnaires’ Outbreak",2015-08-28,article,News,,"[""Legionnaires' Disease"", 'Hotels and Travel Lodgings']"
2 Killed Near Chicago After Report of Hazardous Material in Home,2015-08-28,article,News,,['Deaths (Fatalities)']
Carlyle Finds Hedge Funds Hazardous as Its Private Equity Business Dominates,2015-08-28,article,News,,"['Hedge Funds', 'Private Equity']"
"Wary of Crowds, Bubba Watson Finds Himself in One Atop the Barclays Leaderboard",2015-08-28,article,News,,['Golf']
Virginia Shooting Spotlights Riddle of Workplace Safety,2015-08-28,article,News,,"['Murders, Attempted Murders and Homicides', 'Workplace Hazards and Violations', 'Mental Health and Disorders']"
New York City’s Week in Pictures: Aug. 28,2015-08-28,multimedia,Slideshow,,[]
Virginia Killings Produce Vow From Alison Parker’s Father,2015-08-28,article,News,,"['Gun Control', 'Murders, Attempted Murders and Homicides', 'United States Politics and Government']"
The Apprentice,2015-08-28,multimedia,Slideshow,,"['Horse Racing', 'Jockeys, Drivers and Trainers']"
"A Life of Listing Grievances, and Then Virginia Gunman’s Final Homicidal Explosion",2015-08-28,article,News,,"['Murders, Attempted Murders and Homicides', 'Blacks', 'Black People', 'Homosexuality and Bisexuality', 'Suicides and Suicide Attempts', 'Hiring and Promotion', 'Race and Ethnicity', 'ANGER (EMOTION)']"
Donald Trump Weighing Whether to Sign Pledge to Back Republicans’ Eventual Nominee,2015-08-28,article,News,,"['Presidential Election of 2016', 'Primaries and Caucuses']"
Birdie on Last Regulation Hole Leads to Playoff and Metropolitan Title ,2015-08-28,article,News,,['Golf']
"Ahead of Party Meeting, Hillary Clinton Sends Memos to Democrats Detailing Her Strengths",2015-08-28,article,News,,['Presidential Election of 2016']
California Beats Water Conservation Goal for 2nd Straight Month,2015-08-28,article,News,,"['Rationing and Allocation of Resources', 'Water', 'Drought', 'Conservation of Resources']"
A Patch of the Bronx Where the Corn Is as High as a Cabdriver’s Eye,2015-08-28,article,News,,"['Car Services and Livery Cabs', 'Agriculture and Farming', 'Taxicabs and Taxicab Drivers', 'Urban Areas']"
Prankster’s Claim,2015-08-28,article,News,,['Crossword Puzzles']
"Review: In ‘Whorl Inside a Loop,’ Inmates Shape Their Stories",2015-08-28,article,Review,,"['Theater', 'Prisons and Prisoners']"
Jets Sign the Veteran Quarterback Josh Johnson,2015-08-28,article,News,,['Football']
Consumer Reports Gives New Tesla Its Highest Score Ever,2015-08-28,article,News,,"['Automobiles', 'Electric and Hybrid Vehicles']"
Uncertainty Clouds Future of Willets Point and Its Oil-Stained Streets,2015-08-28,article,News,,"['Real Estate (Commercial)', 'Relocation of Business', 'Area Planning and Renewal']"
Trump Mocks Opponents in South Carolina,2015-08-28,multimedia,Video,,['Presidential Election of 2016']
Lawyer Who Represented Churches in China Is Missing,2015-08-28,article,News,,"['Political Prisoners', 'Legal Profession', 'Christians and Christianity', 'Human Rights and Human Rights Violations']"
Word of the Day + Quiz | musty,2015-08-28,article,News,,[]
"With Nine Unanswered Runs, Mets Finish Sweep ",2015-08-28,article,News,,['Baseball']
Student Dies After Savannah State University Shooting,2015-08-28,article,News,,"['Murders, Attempted Murders and Homicides', 'Colleges and Universities', 'School Shootings and Armed Attacks']"
What’s On TV Friday,2015-08-28,article,Schedule,,['Television']
Quotation of the Day,2015-08-28,article,Quote,,[]
"Corrections: August 28, 2015",2015-08-28,article,Correction,,[]
"IZettle, a Swedish Payments Start-Up, Begins a Lending Program",2015-08-28,article,News,,['Mobile Commerce and Payments']
"On the Jersey Shore, Las Vegas Meets Coney Island",2015-08-28,article,News,,"['Hotels and Travel Lodgings', 'Photography', 'Travel and Vacations']"
Student Crossword | Rocks and Minerals,2015-08-28,article,News,,"['Crossword Puzzles', 'Metals and Minerals', 'Rock and Stone']"
Kim Jong-un Says North’s ‘Military Muscle’ Made Korean Deal Possible,2015-08-28,article,News,,['Nuclear Weapons']
Europe Reels From More Migrant Deaths on Land and Sea,2015-08-28,article,News,,"['Middle East and Africa Migrant Crisis', 'Human Trafficking', 'Asphyxiation, Choking, and Suffocation', 'Trucks and Trucking']"
Calls for Gun Control After Shooting of TV Broadcasters,2015-08-28,article,Letter,,['Gun Control']
Bernie Sanders’s Small-Beer Donors in the Big Money Casino,2015-08-28,article,Editorial,,"['Editorials', 'Presidential Election of 2016', 'Political Action Committees', 'Presidential Elections (US)', 'United States Politics and Government', 'Campaign Finance']"
When ISIS Rapists Win,2015-08-28,article,Op-Ed,,"['Editorials', 'Sex Crimes', 'Yazidi (Religious Sect)', 'International Relations']"
A Refugee Tragedy in Austria  ,2015-08-28,article,Editorial,,"['Editorials', 'Refugees and Displaced Persons', 'Middle East and Africa Migrant Crisis']"
How Common Core Can Help in the Battle of Skills vs. Knowledge,2015-08-28,article,Op-Ed,,"['Education (K-12)', 'Tests and Examinations', 'Reading and Writing Skills (Education)', 'No Child Left Behind Act']"
The Cold Cases of the Jim Crow Era,2015-08-28,article,Op-Ed,,"['Blacks', 'Black People', 'Discrimination', 'Civil Rights Movement (1954-68)', 'Murders, Attempted Murders and Homicides', 'Lynching', 'Law and Legislation']"
What Carter Achieved as President,2015-08-28,article,Letter,,"['Human Rights and Human Rights Violations', 'United States Politics and Government', 'Presidents and Presidency (US)']"
The Anti-Trump Cometh,2015-08-28,article,Op-Ed,,"['Immigration and Emigration', 'Polls and Public Opinion', 'United States Politics and Government', 'Speeches and Statements', 'Global Warming']"
"In Australia, Don’t Tip",2015-08-28,article,Letter,,"['Restaurants', 'Tips and Tipping']"
Crash-Test Dummies as Republican Candidates for President,2015-08-28,article,Op-Ed,,"['Presidential Election of 2016', 'United States Economy', 'Economic Conditions and Trends']"
‘Narcos’ Episode 1 Recap: Meet Pablo Escobar,2015-08-28,article,News,,"['Drug Abuse and Traffic', 'Television', 'Web-Original Programming']"
News Q’s | How a Volcanic Eruption in 1815 Darkened the World but Colored the Arts,2015-08-28,article,News,,[]
Iran Deal Opens a Vitriolic Divide Among American Jews,2015-08-28,article,News,,"['Nuclear Weapons', 'United States Politics and Government', 'Jews and Judaism']"
Young Tennis Players Struggle to Break Through on Pro Tours,2015-08-28,article,News,,"['Tennis', 'Teenagers and Adolescence']"
Should Kindergarten Be More About Play or Literacy?,2015-08-28,article,News,,[]
"Homeless Families Endure Roaches, Mice and Failed Promises",2015-08-28,article,News,,"['Homeless Persons', 'Public and Subsidized Housing', 'Affordable Housing', 'Real Estate and Housing (Residential)', 'Landlords']"
"Resort and Tour News: Nighttime Climbing in Canada, Birding in Costa Rica",2015-08-28,article,News,,['Travel and Vacations']
Your Friday Briefing,2015-08-28,article,briefing,,[]
"The Weekly Health Quiz: Water, Concussion Risk and Jet Lag",2015-08-28,article,News,,['Medicine and Health']
After France’s Train Attack,2015-08-28,article,Op-Ed,,['Terrorism']
"Finding a Little Greenery in New York for $500,000 or Less",2015-08-28,article,News,,"['Real Estate and Housing (Residential)', 'Gardens and Gardening', 'Balconies and Terraces', 'Lawns']"
New York Today: Enforcing a Ban,2015-08-28,article,News,,[]
China Investigates Top Executives of Communist Paper’s Website,2015-08-28,article,News,,"['Bribery and Kickbacks', 'Newspapers', 'Executives and Management (Theory)']"
Today in Politics: Democrats Give Their Pitches to Party Leaders,2015-08-28,article,News,,['Presidential Election of 2016']
Bill Bryson Fears Humans More Than Bears,2015-08-28,article,News,,"['Books and Literature', 'Writing and Writers']"
"Vienna Hotel Is Lavish, Stylish, but Not Stuffy",2015-08-28,article,News,,"['Travel and Vacations', 'Hotels and Travel Lodgings']"
The Countries Between Us,2015-08-28,article,News,,"['Dutch Language', 'Ramadan', 'Muslims and Islam', 'Women and Girls', 'Pregnancy and Childbirth', 'Language and Languages']"
How to Sculpt With a Chain Saw,2015-08-28,article,News,,"['Art', 'Sculpture', 'Tools']"
"Before Saying Farewell at U.S. Open, Mardy Fish Intends to Stay for a While",2015-08-28,article,News,,['Tennis']
‘Mirror. Memory’,2015-08-28,article,News,,"['Poetry and Poets', 'Memory']"
European Publishers Play Lobbying Role Against Google,2015-08-28,article,News,,"['Newspapers', 'Antitrust Laws and Competition Issues', 'Computers and the Internet', 'Magazines']"
"Tirana, Breaking Free From Communist Past, Is a City Transformed",2015-08-28,article,News,,['Travel and Vacations']
The 8.16.15 Issue,2015-08-28,article,News,,[]
Myanmar Democracy Icon Finds Herself Assailed as Authoritarian,2015-08-28,article,News,,[]
Morning Agenda: Investors Seek Signal in the Noise,2015-08-28,article,News,,"['Banking and Financial Institutions', 'Hedge Funds', 'High-Frequency and Flash Trading', 'Initial Public Offerings', 'Pensions and Retirement Plans', 'Private Equity', 'United States Economy']"
Officials Discuss Austrian Truck Tragedy,2015-08-28,multimedia,Video,,"['Refugees and Displaced Persons', 'Middle East and Africa Migrant Crisis', 'Police']"
Antonio Banderas Sets a Celebrity Fashion Precedent at Central St. Martins,2015-08-28,article,News,,"['Fashion and Apparel', 'Colleges and Universities']"
"Steady Financial Advice, With Friendship as a Bonus",2015-08-28,article,News,,"['Stocks and Bonds', 'Personal Finances', 'Financial Planners']"
"Tennessee Williams Short Stories, Now as One-Acts",2015-08-28,article,News,,['Theater']
Play About Incarcerated Women Wins Best of Edinburgh Award,2015-08-28,article,News,,['Edinburgh Festival Fringe']
"Video Reviews of  ‘When Animals Dream,’ ‘Queen of Earth,’ and ‘No Escape.’",2015-08-28,article,News,,['Movies']
"Jozef Wesolowski, Ex-Archbishop Accused of Sexual Abuse, Dies at 67",2015-08-28,article,News,,"['Sex Crimes', 'Child Abuse and Neglect', 'Deaths (Obituaries)', 'Priests']"
About 150 Migrants Feared Dead After Boats Sink Off Libya,2015-08-28,article,News,,"['Middle East and Africa Migrant Crisis', 'Refugees and Displaced Persons', 'Maritime Accidents and Safety']"
National Security Adviser Meets With Chinese President Before His U.S. Visit,2015-08-28,article,News,,"['International Relations', 'United States Defense and Military Forces']"
No Crying Over Spilled Chicken,2015-08-28,article,News,,"['Pregnancy and Childbirth', 'Subways']"
Zombie Factories Stalk the Sputtering Chinese Economy,2015-08-28,article,News,,"['Factories and Manufacturing', 'Economic Conditions and Trends', 'Cement', 'Layoffs and Job Reductions']"
Test Yourself: 5 Questions From an 8th-Grade Math Test,2015-08-28,multimedia,Interactive Feature,,"['Tests and Examinations', 'Mathematics', 'Education (K-12)']"
What’s on This Week Around the World,2015-08-28,article,News,,[]
Regenerative Medicine Researcher Cleared of Scientific Misconduct Charges,2015-08-28,article,News,,"['Falsification of Data', 'Ethics and Official Misconduct', 'Surgery and Surgeons', 'Tissue (Human)', 'Research']"
The How-on-Earth Garden,2015-08-28,article,News,,"['Landscaping', 'Balconies and Terraces', 'Gardens and Gardening', 'Flowers and Plants', 'ARCHITECTURE']"
Mishka Henner Uses Google Earth as Muse,2015-08-28,article,News,,"['Art', 'Photography', 'United States Defense and Military Forces', 'Military Bases and Installations']"
A City Rises in Queens for the U.S. Open,2015-08-28,article,News,,"['Tennis', 'United States Open (Tennis)']"
Rethinking Work,2015-08-28,article,News,,"['Workplace Environment', 'Labor and Jobs', 'Wages and Salaries', 'Social Conditions and Trends']"
Queens as a Tourist Destination? Readers React,2015-08-28,article,News,,['Travel and Vacations']
Daily Report: From thefacebook.com to One Billion Users in a Single Day,2015-08-28,article,News,,['Social Media']
"Facing Retirement, but Easing Your Way Out the Door",2015-08-28,article,News,,"['Retirement', 'Working Hours', 'Labor and Jobs', 'Workplace Environment', 'Social Security (US)']"
1998 in 2015,2015-08-28,article,News,,[]
Credit Default Swaps for North America,2015-08-28,multimedia,Interactive Feature,,['Credit Default Swaps']
"In Stieg Larsson’s Head, but His Own Man",2015-08-28,article,News,,['Books and Literature']
"Human Obstacle Surprises Horse, Ends Ireland’s Olympics Bid",2015-08-28,article,News,,"['Horsemanship and Equestrian Events', 'Olympic Games']"
1890: France-U.S. Trade Dispute,2015-08-28,article,News,,['International Trade and World Market']
Fear of Asymmetry,2015-08-28,article,News,,[]
Tax-Free Savings Accounts for Disabled Are Expected in 2016,2015-08-28,article,News,,"['Disabilities', 'Tax Credits, Deductions and Exemptions', 'Savings']"
1940: Color Television to Start Jan. 1,2015-08-28,article,News,,['Television']
Stuff We Liked: TV Show Finales and Timeless Songs,2015-08-28,article,News,,['Stocks and Bonds']
My 10 Favorite Books: Glenn Ligon,2015-08-28,article,News,,['Books and Literature']
Governor Christie’s Gift to Exxon Mobil,2015-08-28,article,News,,"['Budgets and Budgeting', 'Hazardous and Toxic Substances', 'Oil (Petroleum) and Gasoline', 'States (US)', 'Water Pollution', 'Wetlands']"
Marco Rubio Lashes Out at Hillary Clinton Over ‘Terrorist’ Remark,2015-08-28,article,News,,"['Benghazi Attack (2012)', 'Presidential Election of 2016', 'Terrorism', ""Women's Rights""]"
"Virginia Shooting Victims Were Hit in Head, Autopsies Show",2015-08-28,article,News,,"['Murders, Attempted Murders and Homicides']"
Inventive Menus at Soho House Berlin’s New Restaurant,2015-08-28,article,News,,"['Restaurants', 'Travel and Vacations']"
Obama Says New Orleans Inspires Him,2015-08-28,multimedia,Video,,['Hurricane Katrina (2005)']
In Flushing: Upscale Condos and Retail,2015-08-28,article,News,,"['Real Estate and Housing (Residential)', 'Mixed-Use Developments', 'Asian-Americans', 'Condominiums', 'Shopping and Retail', 'Real Estate (Commercial)']"
"Fans in Cary, N.C., Protest as FIFA Scandal Hits Their Little Home Team",2015-08-28,article,News,,"['Soccer', 'Bribery and Kickbacks', 'Demonstrations, Protests and Riots']"
Reminder: Private Mortgage Insurance Is Temporary,2015-08-28,article,News,,"['Mortgages', 'Insurance', 'Consumer Protection', 'Real Estate and Housing (Residential)']"
Ashley Madison Chief Steps Down After Data Breach,2015-08-28,article,News,,"['Cyberattacks and Hackers', 'Appointments and Executive Changes']"
The Key to Soupe au Pistou: Lots of Vegetables,2015-08-28,article,News,,"['Cooking and Cookbooks', 'Vegetables', 'Soups']"
"U.S. Citizen, Once Held in Egypt’s Crackdown, Becomes Voice for Inmates",2015-08-28,article,Biography,,"['Political Prisoners', 'Hunger Strikes', 'International Relations']"
No Retrial for North Carolina Officer Who Killed Unarmed Man,2015-08-28,article,News,,"['Police Brutality, Misconduct and Shootings', 'Blacks', 'Black People']"
"For Parents With Troubled Adult Children, Financial Hurdles Abound",2015-08-28,article,News,,"['Parenting', 'Mental Health and Disorders', 'Personal Finances', 'Addiction (Psychology)', 'Children and Childhood', 'Health Insurance and Managed Care']"
Vatican Envoy Dies While Awaiting Trial,2015-08-28,multimedia,Video,,"['Sex Crimes', 'Child Abuse and Neglect']"
Panda Cares for Surviving Cub,2015-08-28,multimedia,Video,,['Pandas']
"Ian Rogers, Apple Music Executive, Is Leaving Company",2015-08-28,article,News,,"['Music', 'Audio Recordings, Downloads and Streaming', 'Appointments and Executive Changes']"
Bush Visits School Rebuilt After Katrina,2015-08-28,multimedia,Video,,['Hurricane Katrina (2005)']
Just What Do You Mean by ‘Anchor Baby’?,2015-08-28,article,News,,"['Presidential Election of 2016', 'Citizenship and Naturalization', 'Illegal Immigration', 'Immigration and Emigration', 'Children and Childhood', 'Deportation']"
"A Yiddish Operetta, Once Lost, Will Receive Its Full First Staging in 70 Years",2015-08-28,article,News,,['Theater']
Homes for Sale in Brooklyn and Manhattan,2015-08-28,article,News,,['Real Estate and Housing (Residential)']
On the Market in New York City,2015-08-28,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
An S.E.C. Settlement With Citigroup That Fails to Name Names,2015-08-28,article,News,,['Municipal Bonds']
China’s Vulnerability Is a Test for U.S. Presidential Candidates,2015-08-28,article,News,,"['United States International Relations', 'International Trade and World Market', 'Presidential Election of 2016']"
Inside The New York Times Book Review: ‘Give Us the Ballot’,2015-08-28,audio,,,['Books and Literature']
Inside The New York Times Book Review: ‘Give Us the Ballot’,2015-08-28,audio,,,['Books and Literature']
"For Loyal Guests, Hotels Bring Back the House Call",2015-08-28,article,News,,"['Travel and Vacations', 'Hotels and Travel Lodgings', 'Customer Relations']"
The Fashion News to Know This Week,2015-08-28,article,News,,['Fashion and Apparel']
Home Sales Around the New York Region,2015-08-28,multimedia,Interactive Feature,,['Real Estate and Housing (Residential)']
‘Narcos’ Episode 2 Recap: Death to Kidnappers,2015-08-28,article,News,,['Television']
Fed Officials Say a September Rate Increase Is Still on the Table,2015-08-28,article,News,,"['United States Economy', 'Interest Rates', 'Inflation (Economics)']"
The Perils of Email Auto-Fill,2015-08-28,article,News,,"['E-Mail', 'Customs, Etiquette and Manners', 'Text Messaging']"
Book Review Podcast: ‘Give Us the Ballot’,2015-08-28,article,News,,['Books and Literature']
Homeland Security’s Peculiar Prosecution of Rentboy,2015-08-28,article,Editorial,,"['Editorials', 'Prostitution', 'Homosexuality and Bisexuality', 'Human Rights and Human Rights Violations', 'Computers and the Internet']"
Setback for Suit Against N.S.A. on Phone Data ,2015-08-28,article,News,,"['Surveillance of Citizens by Government', 'USA PATRIOT Act', 'Classified Information and State Secrets', 'Data-Mining and Database Marketing']"
"Al Arbour, Coach of Islanders’ 1980s Dynasty, Dies at 82",2015-08-28,article,Obituary (Obit),,"['Deaths (Obituaries)', 'Hockey, Ice', 'Coaches and Managers']"
Hillary Clinton’s Rivals Critical of Democratic Party Politics,2015-08-28,article,News,,"['Presidential Election of 2016', 'United States Politics and Government']"
Homes for Sale in New York and New Jersey,2015-08-28,article,News,,['Real Estate and Housing (Residential)']
On the Market in the New York Region,2015-08-28,multimedia,Slideshow,,['Real Estate and Housing (Residential)']
Eric Betzig’s Life Over the Microscope,2015-08-28,article,News,,"['Microscopes', 'Biology and Biochemistry', 'Nobel Prizes', 'Chemistry', 'Laboratories and Scientific Equipment', 'Physics']"
The Birkenstock Doctor,2015-08-28,article,News,,"['Fashion and Apparel', 'Shoes and Boots']"
Upper East Side Penthouse for $37.94 Million,2015-08-28,article,News,,['Real Estate and Housing (Residential)']
Tomato Sandwiches,2015-08-28,multimedia,Video,,"['Cooking and Cookbooks', 'Tomatoes', 'Sandwiches']"
The Tomato Sandwich Perfected,2015-08-28,article,News,,"['Cooking and Cookbooks', 'Sandwiches', 'Tomatoes']"
An App Connects Users With Start-Ups That Are Hiring,2015-08-28,article,News,,"['Entrepreneurship', 'Hiring and Promotion', 'Mobile Applications', 'Labor and Jobs']"
Syrian Refugees on Their Journeys,2015-08-28,multimedia,Video,,"['Refugees and Displaced Persons', 'Middle East and Africa Migrant Crisis', 'Immigration and Emigration', 'Smuggling']"
"Popcast: The Weeknd, No Longer a Mysterious Internet Presence",2015-08-28,article,News,,['Music']
"Days Before Kidney Transplant, Aries Merritt Wins Bronze in Hurdles",2015-08-28,article,News,,"['Track and Field', 'Kidneys', 'Transplants']"
Mississippi’s Recovery After Katrina Holds Lessons for Policy Makers,2015-08-28,article,News,,"['Hurricane Katrina (2005)', 'Real Estate and Housing (Residential)', 'Flood Insurance']"
"Rudolph Giuliani’s Outrage on Homelessness, and Richard Gere’s",2015-08-28,article,News,,['Homeless Persons']
Scott Walker Vows to Defeat ISIS and Assails Democrats,2015-08-28,article,News,,"['Presidential Election of 2016', 'United States International Relations']"
What I Love | Frederique van der Wal,2015-08-28,multimedia,Slideshow,,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Flowers and Plants', 'Gardens and Gardening']"
Popcast: The Weeknd,2015-08-28,audio,,,['Music']
NASA’s Next Horizon in Space,2015-08-28,multimedia,Interactive Feature,,"['Space and Astronomy', 'Planets', 'Europa (Moon of Jupiter)', 'Enceladus (Saturn Moon)', 'Mars (Planet)', 'Venus (Planet)', 'Pluto (Dwarf Planet)', 'Eris (Dwarf Planet)', 'Titan (Saturn Moon)', 'Moon', 'Uranus (Planet)', 'Neptune (Planet)', 'Asteroids']"
Owen Labrie of St. Paul’s School Is Found Not Guilty of Main Rape Charge,2015-08-28,article,News,,"['Sex Crimes', 'Private and Sectarian Schools']"
A Victoria’s Secret Model on Her Permanent Fixer-Upper,2015-08-28,article,News,,"['Real Estate and Housing (Residential)', 'Interior Design and Furnishings', 'Models (Professional)', 'Flowers and Plants']"
Death of Knut the Polar Bear Is Explained at Last,2015-08-28,article,News,,"['Polar Bears', 'Encephalitis']"
India and Pakistan Accuse Each Other in Deaths of Civilians,2015-08-28,article,News,,[]
